date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:38:30	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2021%20Aug%202025%2018:39:32%20GMT	https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3-ubgee.woff2	C:/Meus%20Sites/Fire/fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3-ubgee.woff2	(from https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1749577891)
15:38:31	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2021%20Aug%202025%2018:39:32%20GMT	https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluamawcubgee.woff2	C:/Meus%20Sites/Fire/fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluamawcubgee.woff2	(from https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1749577891)
15:38:31	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2021%20Aug%202025%2018:39:33%20GMT	https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluamaxkubgee.woff2	C:/Meus%20Sites/Fire/fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluamaxkubgee.woff2	(from https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1749577891)
15:38:31	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2021%20Aug%202025%2018:39:33%20GMT	https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3oubgee.woff2	C:/Meus%20Sites/Fire/fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3oubgee.woff2	(from https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1749577891)
15:38:31	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2021%20Aug%202025%2018:39:33%20GMT	https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3kubgee.woff2	C:/Meus%20Sites/Fire/fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3kubgee.woff2	(from https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1749577891)
15:38:33	40128/40128	---M--	200	added ('OK')	font/woff2	etag:%229cc0-684870a3-4735162aeac87234;;;%22	https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3yuba.woff2	C:/Meus%20Sites/Fire/fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3yuba.woff2	(from https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1749577891)
15:38:33	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2021%20Aug%202025%2018:39:35%20GMT	https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufa5qw54a.woff2	C:/Meus%20Sites/Fire/fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufa5qw54a.7b.delayed	(from https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1749577909)
15:38:33	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2021%20Aug%202025%2018:39:35%20GMT	https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufj5qw54a.woff2	C:/Meus%20Sites/Fire/fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufj5qw54a.woff2	(from https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1749577909)
15:38:33	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2021%20Aug%202025%2018:39:35%20GMT	https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufb5qw54a.woff2	C:/Meus%20Sites/Fire/fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufb5qw54a.woff2	(from https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1749577909)
15:38:34	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2021%20Aug%202025%2018:39:35%20GMT	https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufo5qw54a.woff2	C:/Meus%20Sites/Fire/fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufo5qw54a.woff2	(from https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1749577909)
15:38:35	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2021%20Aug%202025%2018:39:36%20GMT	https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufc5qw54a.woff2	C:/Meus%20Sites/Fire/fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufc5qw54a.woff2	(from https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1749577909)
15:38:35	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2021%20Aug%202025%2018:39:37%20GMT	https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufd5qw54a.woff2	C:/Meus%20Sites/Fire/fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufd5qw54a.woff2	(from https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1749577909)
15:38:35	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2021%20Aug%202025%2018:39:37%20GMT	https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufn5qu.woff2	C:/Meus%20Sites/Fire/fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufn5qu.woff2	(from https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1749577909)
15:38:35	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2021%20Aug%202025%2018:39:37%20GMT	https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/instrumentsans-pxitypc9vsfdm051uf6kvwgkfosbsnnpoozan0linhgpcwnu2zgru3k.woff2	C:/Meus%20Sites/Fire/fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/instrumentsans-pxitypc9vsfdm051uf6kvwgkfosbsnnpoozan0linhgpcwnu2zgru3k.woff2	(from https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/css/instrumentsans.css?ver=1749647513)
15:38:36	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2021%20Aug%202025%2018:39:37%20GMT	https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/instrumentsans-pxitypc9vsfdm051uf6kvwgkfosbsnnpoozan0linhgpcwnu15gr.woff2	C:/Meus%20Sites/Fire/fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/instrumentsans-pxitypc9vsfdm051uf6kvwgkfosbsnnpoozan0linhgpcwnu15gr.woff2	(from https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/css/instrumentsans.css?ver=1749647513)
15:38:36	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2021%20Aug%202025%2018:39:38%20GMT	https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/instrumentsans-pxitypc9vsfdm051uf6kvwgkfosxq0gsqv8toedpibnr0she1ymv.woff2	C:/Meus%20Sites/Fire/fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/instrumentsans-pxitypc9vsfdm051uf6kvwgkfosxq0gsqv8toedpibnr0she1ymv.woff2	(from https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/css/instrumentsans.css?ver=1749647513)
15:38:36	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2021%20Aug%202025%2018:39:38%20GMT	https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/instrumentsans-pxitypc9vsfdm051uf6kvwgkfosxq0gsqv8toedpibnr0sze1q.woff2	C:/Meus%20Sites/Fire/fireplaytv.com/wp-content/uploads/elementor/google-fonts/fonts/instrumentsans-pxitypc9vsfdm051uf6kvwgkfosxq0gsqv8toedpibnr0sze1q.woff2	(from https://fireplaytv.com/wp-content/uploads/elementor/google-fonts/css/instrumentsans.css?ver=1749647513)
15:38:37	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2021%20Aug%202025%2018:39:38%20GMT	https://fireplaytv.com/a	C:/Meus%20Sites/Fire/fireplaytv.com/a	(from https://connect.facebook.net/en_US/fbevents.js)
15:38:37	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2021%20Aug%202025%2018:39:39%20GMT	https://fireplaytv.com/signals/config/	C:/Meus%20Sites/Fire/fireplaytv.com/signals/config/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
15:38:37	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2021%20Aug%202025%2018:39:39%20GMT	https://fireplaytv.com/POST	C:/Meus%20Sites/Fire/fireplaytv.com/POST.87.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
15:38:37	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2021%20Aug%202025%2018:39:39%20GMT	https://fireplaytv.com/b.resolvedLink	C:/Meus%20Sites/Fire/fireplaytv.com/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
15:38:38	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2021%20Aug%202025%2018:39:39%20GMT	https://fireplaytv.com/d	C:/Meus%20Sites/Fire/fireplaytv.com/d	(from https://connect.facebook.net/en_US/fbevents.js)
15:38:38	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2021%20Aug%202025%2018:39:40%20GMT	https://fireplaytv.com/signals/iwl.js	C:/Meus%20Sites/Fire/fireplaytv.com/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
15:38:38	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2021%20Aug%202025%2018:39:40%20GMT	https://fireplaytv.com/signals/plugins/	C:/Meus%20Sites/Fire/fireplaytv.com/signals/plugins/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
15:38:38	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2021%20Aug%202025%2018:39:40%20GMT	https://fireplaytv.com/signals/iwl.js?pixel_id=	C:/Meus%20Sites/Fire/fireplaytv.com/signals/iwl0fc5.js	(from https://connect.facebook.net/en_US/fbevents.js)
15:38:38	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2021%20Aug%202025%2018:39:40%20GMT	https://fireplaytv.com/c.dl	C:/Meus%20Sites/Fire/fireplaytv.com/c.dl	(from https://connect.facebook.net/en_US/fbevents.js)
15:38:39	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2021%20Aug%202025%2018:39:40%20GMT	https://fireplaytv.com/c.rl	C:/Meus%20Sites/Fire/fireplaytv.com/c.rl	(from https://connect.facebook.net/en_US/fbevents.js)
15:38:39	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2021%20Aug%202025%2018:39:41%20GMT	https://fireplaytv.com/schema.org/	C:/Meus%20Sites/Fire/fireplaytv.com/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
